Name,X,Y,Lon,Lat,Color,Label,Desc,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,fai,ndvi
pin_132,2028.5,5771.5,106.1018918,11.23604829,"java.awt.Color[r=0,g=0,b=255]",W,,0.1543,0.1316,0.1256,0.1047,0.1019,0.1148,0.1336,0.1062,0.1144,0.019,0.026,0.011,0.016240638,0.00711239
pin_133,2032.5,5750.5,106.1022654,11.23794579,"java.awt.Color[r=0,g=0,b=255]",W,,0.1543,0.1313,0.1222,0.1059,0.1016,0.1124,0.1358,0.1083,0.113,0.0173,0.025,0.011,0.017552702,0.011204498
pin_134,2031.5,5757.5,106.1021714,11.23731318,"java.awt.Color[r=0,g=0,b=255]",W,,0.1545,0.1321,0.1236,0.1046,0.1006,0.1142,0.1353,0.1096,0.1131,0.0171,0.0256,0.0111,0.019796828,0.023342684
pin_135,2022.5,5778.5,106.1013398,11.23541737,"java.awt.Color[r=0,g=0,b=255]",W,,0.1531,0.1329,0.1263,0.1059,0.1026,0.1138,0.132,0.1089,0.1133,0.0213,0.0255,0.0112,0.018059053,0.013966509
pin_136,2005.5,5791.5,106.0997783,11.23424764,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1544,0.1245,0.1181,0.0898,0.1014,0.134,0.16,0.1877,0.1423,0.0179,0.0383,0.0161,0.10754603,0.3527928
pin_137,2006.5,5791.5,106.0998698,11.2342473,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1544,0.1275,0.1194,0.093,0.1028,0.1456,0.1753,0.1739,0.1631,0.0179,0.0408,0.0183,0.090677135,0.30310977
pin_138,1885.5,5853.5,106.0887659,11.22868184,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1575,0.1246,0.1166,0.0878,0.1096,0.1718,0.2082,0.2211,0.1931,0.0165,0.0587,0.0276,0.13875048,0.43153122
pin_139,1888.5,5854.5,106.0890403,11.22859041,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1575,0.1268,0.1201,0.0933,0.1088,0.1387,0.1659,0.1936,0.1456,0.0165,0.0486,0.0214,0.10867238,0.34959915
pin_140,1901.5,5857.5,106.09023,11.22831479,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1588,0.1307,0.1222,0.0994,0.1075,0.125,0.1514,0.1619,0.1288,0.0216,0.0426,0.0202,0.07313873,0.23918867
pin_141,1907.5,5856.5,106.0907799,11.2284032,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1552,0.1295,0.1213,0.101,0.1068,0.1189,0.1408,0.1467,0.124,0.0238,0.0423,0.0189,0.056694593,0.18449734
pin_142,1919.5,5856.5,106.091879,11.22839918,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1592,0.126,0.1204,0.0938,0.1081,0.153,0.1772,0.1822,0.1725,0.0245,0.056,0.0266,0.095479995,0.32028985
pin_143,1916.5,5857.5,106.0916039,11.22830976,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1592,0.1294,0.1204,0.0969,0.1076,0.1527,0.1765,0.1736,0.1677,0.0245,0.0565,0.0269,0.08426698,0.28354898
pin_144,1870.5,5841.5,106.087396,11.22977192,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1571,0.1243,0.1195,0.0863,0.1099,0.1677,0.2006,0.2288,0.1856,0.0275,0.0664,0.0278,0.1462273,0.45223737
pin_145,1874.5,5839.5,106.0877631,11.22995143,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1581,0.1342,0.127,0.1049,0.1088,0.129,0.1511,0.1475,0.1318,0.0181,0.0376,0.0181,0.05520539,0.16877969
pin_146,1878.5,5838.5,106.0881298,11.23004051,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1577,0.1338,0.1262,0.107,0.1084,0.128,0.1556,0.1356,0.1324,0.0174,0.0392,0.0179,0.04129905,0.11788953
pin_147,1871.5,5832.5,106.0874907,11.23058539,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1614,0.1324,0.1247,0.1058,0.1101,0.1348,0.157,0.1434,0.1429,0.022,0.0441,0.0216,0.049156506,0.15088281
pin_148,1871.5,5820.5,106.0874947,11.23167045,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1571,0.132,0.126,0.1039,0.1093,0.1322,0.1467,0.1565,0.1384,0.0166,0.0395,0.0189,0.06466222,0.20199692
pin_149,1872.5,5820.5,106.0875863,11.23167012,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1564,0.1315,0.1262,0.1047,0.1085,0.129,0.1501,0.1474,0.1463,0.02,0.0392,0.0176,0.05496826,0.16937725
pin_150,1872.5,5821.5,106.087586,11.2315797,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1564,0.1336,0.1252,0.1069,0.1085,0.129,0.1501,0.1368,0.1463,0.02,0.0392,0.0176,0.042580325,0.12269186
pin_151,1872.5,5821.5,106.087586,11.2315797,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1564,0.1336,0.1252,0.1069,0.1085,0.129,0.1501,0.1368,0.1463,0.02,0.0392,0.0176,0.042580325,0.12269186
pin_152,1855.5,5791.5,106.0860391,11.23429805,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1584,0.1315,0.1253,0.1055,0.1085,0.1405,0.17,0.1463,0.1484,0.0153,0.0427,0.018,0.052562546,0.16203338
pin_153,1846.5,5783.5,106.0852174,11.23502443,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1547,0.1307,0.1211,0.0981,0.108,0.1439,0.1697,0.1723,0.1522,0.0224,0.0417,0.0193,0.0847638,0.27440828
pin_154,1848.5,5787.5,106.0853992,11.23466207,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1578,0.1315,0.126,0.1029,0.1083,0.1354,0.1562,0.1483,0.1488,0.0174,0.0377,0.0173,0.057612073,0.18073252
pin_155,1841.5,5782.5,106.0847598,11.23511652,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1569,0.1327,0.1232,0.1013,0.1092,0.1431,0.171,0.1656,0.1553,0.0189,0.0414,0.0186,0.07551937,0.2409142
pin_156,1809.5,5788.5,106.0818267,11.23458465,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1573,0.1282,0.1213,0.0943,0.1084,0.1531,0.1802,0.1877,0.1786,0.0187,0.0493,0.021,0.101828575,0.33120567
pin_157,1808.5,5788.5,106.0817351,11.23458498,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1573,0.1281,0.1203,0.0953,0.1084,0.1531,0.1802,0.1892,0.1786,0.0187,0.0493,0.021,0.10251588,0.33005273
pin_158,1815.5,5784.5,106.0823776,11.23494434,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1566,0.1295,0.1216,0.0989,0.1088,0.1455,0.1759,0.1791,0.1554,0.0209,0.0438,0.0182,0.09052033,0.28848922
pin_159,1816.5,5779.5,106.0824709,11.23539612,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1567,0.1286,0.1217,0.0984,0.1073,0.1353,0.1574,0.1746,0.1476,0.0196,0.0471,0.0196,0.08580858,0.27912092
pin_160,1800.5,5788.5,106.0810023,11.23458764,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1576,0.1306,0.1228,0.0999,0.1069,0.1369,0.1594,0.1576,0.1559,0.0181,0.0372,0.0168,0.06944381,0.22407767
pin_161,1805.5,5784.5,106.0814617,11.23494767,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1576,0.1292,0.1217,0.0989,0.1063,0.1363,0.1659,0.1675,0.1447,0.0181,0.042,0.0177,0.079257466,0.25750753
pin_162,1796.5,5798.5,106.0806326,11.23368474,"java.awt.Color[r=0,g=0,b=255]",WH,,0.156,0.1311,0.1217,0.0992,0.1079,0.1499,0.1844,0.1671,0.1769,0.0217,0.0484,0.0191,0.077414915,0.25497556
pin_163,1795.5,5799.5,106.0805407,11.23359465,"java.awt.Color[r=0,g=0,b=255]",WH,,0.156,0.1308,0.1216,0.0979,0.1097,0.141,0.1663,0.1736,0.1543,0.0217,0.0405,0.0175,0.08645111,0.27882135
pin_164,1787.5,5806.5,106.0798055,11.23296435,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1575,0.1302,0.1236,0.0991,0.1087,0.1487,0.1758,0.1651,0.1687,0.0165,0.0458,0.0189,0.07598317,0.24981073
pin_165,1563.5,5732.5,106.0593127,11.23972932,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1556,0.1252,0.1171,0.0899,0.1097,0.1905,0.2327,0.2137,0.2241,0.0232,0.0697,0.0281,0.12758349,0.40777338
pin_166,1560.5,5713.5,106.0590442,11.24144834,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1564,0.1245,0.1198,0.0864,0.1084,0.1655,0.1971,0.2263,0.2005,0.019,0.057,0.0222,0.14540666,0.44739366
pin_167,1561.5,5715.5,106.0591351,11.24126717,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1564,0.1291,0.1238,0.0971,0.1095,0.1759,0.2161,0.1778,0.2083,0.019,0.0582,0.0229,0.08798604,0.2935613
pin_168,1562.5,5720.5,106.0592251,11.24081473,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1566,0.1287,0.1225,0.0974,0.1079,0.1474,0.1699,0.1816,0.1557,0.0198,0.0415,0.0183,0.09467016,0.30179211
pin_169,1561.5,5720.5,106.0591335,11.24081505,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1566,0.1284,0.1208,0.0929,0.1087,0.1615,0.1994,0.198,0.18,0.0198,0.051,0.0203,0.11294793,0.36129254
pin_170,1562.5,5728.5,106.0592224,11.24009134,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1562,0.1279,0.1226,0.0958,0.1086,0.165,0.1936,0.1811,0.1852,0.0195,0.0559,0.0222,0.09277333,0.30805346
pin_171,1561.5,5728.5,106.0591308,11.24009167,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1562,0.1277,0.1201,0.0936,0.1103,0.1818,0.2179,0.2062,0.2083,0.0195,0.061,0.0258,0.11870604,0.37558374
pin_172,1555.5,5716.5,106.0585852,11.2411787,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1554,0.1317,0.1251,0.1015,0.1083,0.1621,0.1899,0.1732,0.1719,0.0227,0.0495,0.0221,0.08143968,0.26101202
pin_173,1555.5,5721.5,106.0585835,11.24072658,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1554,0.1304,0.123,0.1004,0.1088,0.1528,0.1844,0.1735,0.1805,0.0232,0.0565,0.0226,0.08132254,0.26688573
pin_174,1574.5,5752.5,106.0603137,11.23791728,"java.awt.Color[r=0,g=0,b=255]",W,,0.1557,0.136,0.1267,0.1117,0.1083,0.1215,0.1408,0.1192,0.1252,0.0229,0.0327,0.0142,0.022296825,0.032481596
pin_175,1577.5,5758.5,106.0605865,11.23737376,"java.awt.Color[r=0,g=0,b=255]",W,,0.1555,0.1346,0.1281,0.1133,0.1095,0.1232,0.142,0.1202,0.1251,0.0244,0.0343,0.0138,0.021696825,0.02955031
pin_176,1562.5,5706.5,106.0592297,11.24208065,"java.awt.Color[r=0,g=0,b=255]",W,,0.1562,0.135,0.128,0.1116,0.1077,0.1178,0.1412,0.122,0.1226,0.0189,0.0311,0.0122,0.025477782,0.044520568
pin_177,1564.5,5695.5,106.0594165,11.24307465,"java.awt.Color[r=0,g=0,b=255]",W,,0.1561,0.1349,0.1289,0.1119,0.1056,0.1111,0.131,0.1155,0.1123,0.0187,0.0345,0.0161,0.018097145,0.01583114
pin_178,1564.5,5691.5,106.0594178,11.24343634,"java.awt.Color[r=0,g=0,b=255]",W,,0.1565,0.1349,0.1262,0.11,0.1053,0.1255,0.1385,0.115,0.1164,0.0187,0.0342,0.0151,0.019197462,0.022222234
pin_179,1537.5,5649.5,106.0569585,11.24724291,"java.awt.Color[r=0,g=0,b=255]",W,,0.158,0.1359,0.1298,0.1143,0.1092,0.1255,0.1523,0.1231,0.128,0.0188,0.0311,0.0139,0.02438349,0.03706824
pin_180,1529.5,5649.5,106.0562257,11.24724551,"java.awt.Color[r=0,g=0,b=255]",W,,0.1581,0.1353,0.1299,0.1114,0.1092,0.1261,0.1509,0.1216,0.1318,0.0182,0.0296,0.0137,0.02552127,0.04377683
pin_181,1524.5,5648.5,106.055768,11.24733756,"java.awt.Color[r=0,g=0,b=255]",W,,0.1581,0.1362,0.1311,0.1132,0.109,0.1259,0.1472,0.1211,0.1331,0.0182,0.0313,0.0126,0.02324,0.033717453
pin_182,1383.5,5545.5,106.0428859,11.25669672,"java.awt.Color[r=0,g=0,b=255]",W,,0.1555,0.133,0.1254,0.1091,0.1084,0.1329,0.1574,0.1245,0.1368,0.0228,0.0352,0.015,0.029241588,0.06592466
pin_183,1377.5,5548.5,106.0423353,11.25642738,"java.awt.Color[r=0,g=0,b=255]",W,,0.1524,0.1341,0.1279,0.1104,0.1084,0.1252,0.1516,0.1238,0.1288,0.0306,0.0359,0.0158,0.02735397,0.057216067
pin_184,1369.5,5557.5,106.0415996,11.25561614,"java.awt.Color[r=0,g=0,b=255]",W,,0.1514,0.1337,0.1271,0.1069,0.1066,0.1283,0.1452,0.1271,0.1273,0.0331,0.0357,0.0175,0.03353588,0.08632481
pin_185,1416.5,5516.5,106.0459183,11.25930838,"java.awt.Color[r=0,g=0,b=255]",W,,0.1521,0.1341,0.1291,0.1093,0.1062,0.1234,0.1449,0.1219,0.1254,0.0295,0.0304,0.0139,0.027378093,0.05449826
pin_186,1416.5,5510.5,106.0459203,11.25985092,"java.awt.Color[r=0,g=0,b=255]",W,,0.1518,0.1338,0.129,0.1101,0.1069,0.1239,0.1475,0.1231,0.1316,0.0291,0.0336,0.0129,0.027328568,0.055746127
pin_187,1412.5,5485.5,106.045562,11.26211279,"java.awt.Color[r=0,g=0,b=255]",W,,0.1517,0.1328,0.1282,0.1073,0.1052,0.1259,0.1477,0.1241,0.1273,0.0292,0.0349,0.014,0.030360635,0.072601564
pin_188,1410.5,5470.5,106.0453837,11.26346979,"java.awt.Color[r=0,g=0,b=255]",W,,0.1492,0.1316,0.1252,0.1081,0.1036,0.1153,0.1369,0.1114,0.121,0.0305,0.0292,0.013,0.018078098,0.015034186
pin_189,1407.5,5464.5,106.0451108,11.26401329,"java.awt.Color[r=0,g=0,b=255]",W,,0.1541,0.1326,0.1261,0.1107,0.1054,0.1165,0.1398,0.1128,0.1187,0.0198,0.0295,0.0115,0.017308895,0.009395999
pin_190,1405.5,5457.5,106.0449299,11.2646469,"java.awt.Color[r=0,g=0,b=255]",W,,0.1524,0.1331,0.1269,0.1087,0.1055,0.1183,0.1388,0.1143,0.1218,0.0248,0.0296,0.0126,0.020415554,0.025112098
pin_191,1315.5,5387.5,106.0367081,11.27100543,"java.awt.Color[r=0,g=0,b=255]",W,,0.1525,0.131,0.1263,0.1097,0.1075,0.1224,0.1433,0.1224,0.1255,0.0259,0.0316,0.0134,0.027328253,0.05471779
pin_192,1322.5,5385.5,106.03735,11.27118404,"java.awt.Color[r=0,g=0,b=255]",W,,0.1514,0.1331,0.1266,0.1091,0.1064,0.1222,0.1408,0.123,0.1251,0.0288,0.0346,0.0126,0.027853971,0.059887998
pin_193,1304.5,5390.5,106.0356994,11.27073768,"java.awt.Color[r=0,g=0,b=255]",W,,0.1537,0.132,0.1248,0.1095,0.1065,0.1263,0.1541,0.1221,0.1387,0.0236,0.0348,0.0144,0.026591433,0.054404166
pin_194,1281.5,5397.5,106.0335902,11.27011205,"java.awt.Color[r=0,g=0,b=255]",W,,0.1539,0.1333,0.1275,0.11,0.1068,0.1218,0.1435,0.1172,0.1255,0.0229,0.0299,0.0143,0.02220286,0.031690154
pin_195,1273.5,5398.5,106.032857,11.27002418,"java.awt.Color[r=0,g=0,b=255]",W,,0.1523,0.1347,0.127,0.1103,0.1075,0.1192,0.1407,0.1206,0.122,0.0276,0.034,0.0126,0.024591113,0.044608068
pin_196,1253.5,5400.5,106.0310242,11.2698497,"java.awt.Color[r=0,g=0,b=255]",W,,0.1537,0.1346,0.1275,0.113,0.1079,0.1199,0.1363,0.1163,0.1222,0.0269,0.0285,0.0113,0.019126987,0.014391643
pin_197,1247.5,5401.5,106.0304742,11.26976118,"java.awt.Color[r=0,g=0,b=255]",W,,0.1544,0.1349,0.1284,0.112,0.1077,0.116,0.1404,0.1127,0.121,0.0226,0.0281,0.012,0.016414601,0.003115251
pin_198,1221.5,5392.5,106.0280953,11.27058325,"java.awt.Color[r=0,g=0,b=255]",W,,0.1562,0.1346,0.1286,0.1149,0.1098,0.1173,0.1351,0.1088,0.1174,0.0169,0.0248,0.0115,0.010775874,-0.02726866
pin_199,1211.5,5386.5,106.0271811,11.27112896,"java.awt.Color[r=0,g=0,b=255]",W,,0.1573,0.1362,0.1288,0.1137,0.1086,0.114,0.1347,0.1078,0.1107,0.0145,0.0266,0.0121,0.010413966,-0.026636582
pin_200,1203.5,5380.5,106.0264502,11.27167404,"java.awt.Color[r=0,g=0,b=255]",W,,0.1565,0.1363,0.1301,0.1151,0.1083,0.1161,0.1378,0.1103,0.123,0.0165,0.0284,0.0126,0.011439048,-0.021295473
