Name,X,Y,Lon,Lat,Color,Label,Desc,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B9,B11,B12,fai,ndvi
pin_113,2344.5,5727.5,106.1308512,11.23991832,"java.awt.Color[r=0,g=0,b=255]",WH,,0.042,0.0371,0.0727,0.0335,0.1074,0.3703,0.4206,0.4043,0.4292,0.4008,0.1622,0.0727,0.3466943,0.8469621
pin_114,2458.5,5836.5,106.1412542,11.23002263,"java.awt.Color[r=0,g=0,b=255]",W,,0.0781,0.0546,0.0662,0.0551,0.0611,0.0539,0.0516,0.0483,0.053,0.1551,0.0579,0.045,-0.007324444,-0.06576402
pin_115,2467.5,5847.5,106.1420747,11.22902484,"java.awt.Color[r=0,g=0,b=255]",W,,0.0945,0.0601,0.0716,0.0611,0.0712,0.0718,0.0795,0.062,0.0868,0.183,0.0786,0.0582,-0.002377777,0.007311132
pin_116,2475.5,5865.5,106.142801,11.22739446,"java.awt.Color[r=0,g=0,b=255]",W,,0.116,0.1805,0.1952,0.1863,0.1881,0.174,0.1687,0.1743,0.1682,0.1797,0.1508,0.1314,-0.00535079,-0.033277854
pin_117,2491.5,5903.5,106.1442529,11.22395286,"java.awt.Color[r=0,g=0,b=255]",W,,0.1237,0.1377,0.1501,0.1419,0.1328,0.1185,0.1175,0.1256,0.1088,0.1062,0.1004,0.0867,-0.008526991,-0.060934607
pin_118,2514.5,5934.5,106.1463484,11.22114173,"java.awt.Color[r=0,g=0,b=255]",W,,0.0686,0.0461,0.0532,0.0418,0.0463,0.0307,0.0379,0.0288,0.0326,0.1123,0.0354,0.0256,-0.01180127,-0.18413599
pin_119,2518.5,5955.5,106.1467073,11.21924149,"java.awt.Color[r=0,g=0,b=255]",W,,0.1036,0.1158,0.1315,0.1255,0.1327,0.1141,0.1143,0.1086,0.1108,0.1136,0.1047,0.0935,-0.013004123,-0.07219136
pin_120,2530.5,5989.5,106.1477942,11.21616296,"java.awt.Color[r=0,g=0,b=255]",W,,0.1251,0.1391,0.1534,0.1486,0.1617,0.1438,0.1463,0.1343,0.1387,0.1562,0.131,0.1171,-0.011003496,-0.050547913
pin_121,2542.5,6027.5,106.1488797,11.21272276,"java.awt.Color[r=0,g=0,b=255]",W,,0.0716,0.0443,0.052,0.0378,0.0446,0.0285,0.0306,0.0242,0.024,0.0626,0.0259,0.0226,-0.011371111,-0.21935482
pin_122,2538.5,6046.5,106.1485065,11.21100618,"java.awt.Color[r=0,g=0,b=255]",W,,0.0519,0.0519,0.0576,0.046,0.0503,0.0333,0.0377,0.0309,0.0253,0.0494,0.0264,0.0249,-0.011428889,-0.19635892
pin_123,2542.5,6077.5,106.1488618,11.20820173,"java.awt.Color[r=0,g=0,b=255]",W,,0.0566,0.0451,0.0529,0.0419,0.0414,0.0265,0.0243,0.022,0.0229,0.0397,0.023,0.0186,-0.016360002,-0.3114241
pin_124,2532.5,6108.5,106.1479349,11.20540222,"java.awt.Color[r=0,g=0,b=255]",W,,0.0929,0.1264,0.1437,0.1359,0.14,0.123,0.1166,0.1169,0.1105,0.0768,0.1036,0.0932,-0.012950167,-0.07515826
pin_125,2526.5,6225.5,106.1473437,11.19482512,"java.awt.Color[r=0,g=0,b=255]",W,,0.0397,0.0387,0.0501,0.0365,0.0485,0.0299,0.0286,0.0303,0.0273,0.1299,0.026,0.0183,-0.004233332,-0.092814356
pin_126,2439.5,6357.5,106.1393296,11.18292003,"java.awt.Color[r=0,g=0,b=255]",W,,0.0665,0.0409,0.0521,0.0374,0.0453,0.031,0.0274,0.0308,0.0289,0.0445,0.0236,0.0193,-0.004015239,-0.09677419
pin_127,2434.5,6381.5,106.1388632,11.18075167,"java.awt.Color[r=0,g=0,b=255]",W,,0.1134,0.1334,0.1488,0.1397,0.154,0.1378,0.1379,0.1386,0.1359,0.147,0.1277,0.1124,0.001147629,-0.003952529
pin_128,2503.5,6592.5,106.1451071,11.16164875,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0995,0.0436,0.0776,0.039,0.1096,0.3679,0.4447,0.416,0.4395,0.2031,0.1699,0.0869,0.35248223,0.82857144
pin_129,2521.5,6597.5,106.1467536,11.16119035,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1138,0.0578,0.0884,0.0585,0.1315,0.2216,0.2683,0.3545,0.2375,0.1598,0.1287,0.0879,0.28285143,0.71670705
pin_130,2513.5,6596.5,106.1460214,11.16128357,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0815,0.0657,0.0946,0.0677,0.1215,0.276,0.2852,0.3129,0.3251,0.2175,0.1348,0.0834,0.23263207,0.6442459
pin_131,2528.5,6598.5,106.1473943,11.16109747,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1245,0.1102,0.1328,0.1216,0.1545,0.1412,0.1531,0.2005,0.1424,0.1338,0.128,0.1038,0.07770126,0.24495497
pin_132,2582.5,6616.5,106.1523326,11.15945093,"java.awt.Color[r=0,g=0,b=255]",W,,0.1274,0.142,0.1616,0.1498,0.1666,0.1358,0.1419,0.1388,0.1251,0.1389,0.132,0.1131,-0.007666038,-0.038115066
pin_133,2595.5,6627.5,106.1535191,11.15845172,"java.awt.Color[r=0,g=0,b=255]",W,,0.1268,0.1314,0.1521,0.1444,0.1569,0.1337,0.1365,0.1286,0.1343,0.1377,0.1274,0.1137,-0.012615872,-0.057875454
pin_134,2681.5,6619.5,106.1613969,11.15914468,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1021,0.0737,0.0949,0.0721,0.1209,0.2568,0.2769,0.3123,0.3016,0.1928,0.1386,0.0873,0.22774445,0.62486994
pin_135,2681.5,6618.5,106.1613972,11.1592351,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1021,0.0414,0.0748,0.044,0.1209,0.2568,0.2769,0.3485,0.3016,0.1928,0.1386,0.0873,0.28678128,0.7757962
pin_136,2706.5,6622.5,106.163685,11.15886454,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1123,0.0676,0.0952,0.0691,0.1361,0.2243,0.2606,0.243,0.2515,0.1714,0.1405,0.0923,0.16052666,0.5571932
pin_137,2717.5,6622.5,106.1646923,11.15886063,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0963,0.0448,0.0766,0.0416,0.1096,0.285,0.3256,0.3604,0.3435,0.2064,0.1345,0.0747,0.30139968,0.7930348
pin_138,2715.5,6622.5,106.1645091,11.15886134,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0963,0.0444,0.0778,0.043,0.0978,0.2427,0.292,0.3598,0.2832,0.2064,0.1217,0.0694,0.30205938,0.78649455
pin_139,2700.5,6627.5,106.1631338,11.15841457,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0782,0.044,0.0719,0.0419,0.1053,0.2901,0.3094,0.3377,0.3462,0.2203,0.1291,0.0722,0.2794673,0.7792413
pin_140,2728.5,6621.5,106.1656999,11.15894714,"java.awt.Color[r=0,g=0,b=255]",W,,0.1283,0.1415,0.1664,0.1514,0.1687,0.1452,0.142,0.1349,0.1362,0.1208,0.1342,0.1154,-0.01327841,-0.05763184
pin_141,2670.5,6627.5,106.1603868,11.15842522,"java.awt.Color[r=0,g=0,b=255]",W,,0.1277,0.1409,0.1598,0.1515,0.1649,0.1489,0.1464,0.1359,0.1451,0.1272,0.1361,0.1149,-0.01271555,-0.054279733
pin_142,2800.5,6532.5,106.1723251,11.16696881,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0397,0.0392,0.0742,0.0387,0.1126,0.416,0.5023,0.4995,0.5301,0.4118,0.1756,0.0772,0.43515843,0.8561873
pin_143,2782.5,6553.5,106.1706692,11.16507644,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0478,0.0386,0.0722,0.0315,0.1125,0.4414,0.5343,0.5363,0.5552,0.4599,0.1781,0.0781,0.4773416,0.8890454
pin_144,2821.5,6523.5,106.1742514,11.16777506,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0932,0.045,0.0818,0.043,0.1184,0.39,0.4645,0.4469,0.4739,0.2234,0.164,0.0786,0.38123652,0.82445395
pin_145,2821.5,6532.5,106.1742481,11.16696128,"java.awt.Color[r=0,g=0,b=255]",W,,0.1359,0.1476,0.1704,0.1618,0.1768,0.1534,0.1529,0.141,0.1437,0.144,0.1404,0.121,-0.016791742,-0.068692185
pin_146,2785.5,6564.5,106.17094,11.16408074,"java.awt.Color[r=0,g=0,b=255]",W,,0.0766,0.0499,0.065,0.0497,0.0621,0.0424,0.0345,0.04,0.0438,0.1637,0.0424,0.0345,-0.008332699,-0.10813824
pin_147,2887.5,6524.5,106.1802947,11.16766089,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1116,0.0522,0.077,0.043,0.1182,0.2927,0.3463,0.3904,0.345,0.1899,0.142,0.0824,0.32885712,0.801569
pin_148,2896.5,6530.5,106.1811167,11.16711512,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1278,0.1102,0.1348,0.113,0.1539,0.2016,0.2038,0.216,0.2078,0.1444,0.1352,0.1042,0.09884191,0.31306994
pin_149,2904.5,6538.5,106.1818463,11.16638887,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1222,0.0614,0.0924,0.0614,0.1474,0.2821,0.2993,0.3902,0.3369,0.1727,0.147,0.0938,0.31276697,0.72807795
pin_150,2920.5,6557.5,106.1833045,11.16466512,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0646,0.0388,0.0725,0.0332,0.1172,0.4199,0.4946,0.4884,0.5068,0.3136,0.1683,0.0758,0.42989558,0.8726994
pin_151,2918.5,6543.5,106.1831264,11.16593171,"java.awt.Color[r=0,g=0,b=255]",W,,0.1302,0.1528,0.1751,0.1603,0.1722,0.1477,0.1467,0.1439,0.1396,0.1392,0.1336,0.1161,-0.011399041,-0.05391188
pin_152,2877.5,6528.5,106.1793775,11.16730281,"java.awt.Color[r=0,g=0,b=255]",W,,0.1184,0.1477,0.1722,0.1588,0.1687,0.1459,0.1483,0.139,0.1425,0.1413,0.1346,0.1142,-0.015267308,-0.0664876
pin_153,3035.5,6714.5,106.193777,11.1504275,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0996,0.0917,0.1193,0.1001,0.1474,0.1629,0.1921,0.1965,0.1674,0.1757,0.1239,0.0931,0.09194222,0.32501686
pin_154,3047.5,6709.5,106.1948776,11.15087522,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1267,0.0586,0.0871,0.0644,0.138,0.1805,0.1811,0.2452,0.1884,0.1372,0.1186,0.0904,0.17064825,0.5839793
pin_155,3039.5,6706.5,106.1941462,11.1511494,"java.awt.Color[r=0,g=0,b=255]",W,,0.1234,0.1756,0.2015,0.2013,0.2009,0.1637,0.1685,0.1643,0.1597,0.1906,0.1526,0.1334,-0.027878415,-0.10120351
pin_156,3026.5,6710.5,106.1929544,11.15079246,"java.awt.Color[r=0,g=0,b=255]",W,,0.1194,0.1513,0.1815,0.1615,0.1703,0.1426,0.1505,0.1386,0.1443,0.1488,0.1338,0.1128,-0.017711746,-0.07630789
pin_157,3061.5,6710.5,106.1961592,11.1507797,"java.awt.Color[r=0,g=0,b=255]",W,,0.1299,0.1489,0.1718,0.1653,0.1689,0.1438,0.1433,0.1349,0.1381,0.1347,0.1339,0.1167,-0.024518725,-0.1012658
pin_158,3202.5,6677.5,106.2090822,11.15371176,"java.awt.Color[r=0,g=0,b=255]",WH,,0.078,0.0458,0.0821,0.0496,0.1151,0.2936,0.3476,0.3528,0.336,0.2801,0.1391,0.0759,0.28643653,0.7534791
pin_159,3192.5,6674.5,106.2081676,11.15398671,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0625,0.0408,0.0737,0.0381,0.113,0.3587,0.4042,0.4157,0.4287,0.3285,0.1564,0.078,0.35544223,0.8320846
pin_160,3188.5,6683.5,106.207798,11.15317441,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1221,0.0627,0.089,0.082,0.1281,0.2069,0.2131,0.2779,0.2429,0.1808,0.128,0.0924,0.18728414,0.54431784
pin_161,3187.5,6684.5,106.2077061,11.15308436,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1099,0.0615,0.0906,0.0576,0.1377,0.2223,0.2473,0.2996,0.2575,0.1671,0.1341,0.0947,0.22767143,0.6774916
pin_162,3188.5,6679.5,106.2077995,11.15353609,"java.awt.Color[r=0,g=0,b=255]",W,,0.1221,0.1547,0.1798,0.1711,0.1827,0.1626,0.1638,0.1527,0.17,0.1808,0.1463,0.1264,-0.013754918,-0.056825195
pin_163,3209.5,6679.5,106.2097224,11.15352834,"java.awt.Color[r=0,g=0,b=255]",W,,0.1205,0.1578,0.1824,0.1732,0.1764,0.1581,0.1578,0.1504,0.1591,0.1596,0.1458,0.125,-0.017667934,-0.070457354
pin_164,3202.5,6682.5,106.2090803,11.15325967,"java.awt.Color[r=0,g=0,b=255]",W,,0.1198,0.151,0.1764,0.1643,0.1728,0.1503,0.1531,0.1443,0.1487,0.1639,0.1362,0.1185,-0.014736822,-0.0648088
pin_165,3306.5,6641.5,106.2186185,11.15692829,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0454,0.035,0.068,0.033,0.1044,0.3605,0.4232,0.4635,0.4509,0.3309,0.1511,0.0691,0.40837967,0.8670695
pin_166,3300.5,6639.5,106.2180699,11.15711135,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0354,0.0341,0.0698,0.0321,0.1097,0.4028,0.4785,0.481,0.499,0.462,0.1694,0.0714,0.4231835,0.87487817
pin_167,3323.5,6647.5,106.2201729,11.15637944,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0566,0.0383,0.0702,0.0352,0.1076,0.3432,0.4007,0.4013,0.418,0.3654,0.1506,0.0693,0.3444854,0.8387171
pin_168,3353.5,6639.5,106.2229229,11.1570916,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1023,0.0559,0.0872,0.0603,0.1297,0.1977,0.2286,0.2961,0.241,0.178,0.1266,0.0929,0.22338189,0.66161615
pin_169,3327.5,6634.5,106.2205441,11.15755339,"java.awt.Color[r=0,g=0,b=255]",WH,,0.082,0.068,0.0927,0.0693,0.1228,0.2331,0.2647,0.2796,0.2625,0.2294,0.1324,0.0849,0.19848126,0.6027515
pin_170,3365.5,6643.5,106.2240202,11.15672544,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1032,0.0662,0.0906,0.0709,0.1405,0.2141,0.223,0.2845,0.2327,0.2331,0.1394,0.1048,0.20076984,0.60101295
pin_171,3337.5,6634.5,106.2214597,11.15754966,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0971,0.0716,0.1067,0.0748,0.1449,0.1786,0.2028,0.2459,0.222,0.2204,0.1346,0.102,0.15989937,0.53352046
pin_172,3337.5,6635.5,106.2214593,11.15745925,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0971,0.0815,0.114,0.0819,0.1449,0.1786,0.2028,0.2232,0.222,0.2204,0.1346,0.102,0.1314292,0.46312684
pin_173,3379.5,6644.5,106.2253017,11.15662979,"java.awt.Color[r=0,g=0,b=255]",W,,0.126,0.1506,0.18,0.1711,0.1768,0.1609,0.1596,0.1546,0.1612,0.1705,0.1466,0.1278,-0.01191112,-0.050660152
pin_174,3419.5,6677.5,106.2289518,11.153631,"java.awt.Color[r=0,g=0,b=255]",W,,0.0993,0.1181,0.1383,0.1266,0.1279,0.0995,0.1028,0.1012,0.0996,0.1337,0.0957,0.0796,-0.01961238,-0.11150131
pin_175,3427.5,6678.5,106.229684,11.15353758,"java.awt.Color[r=0,g=0,b=255]",W,,0.1035,0.1192,0.1402,0.1294,0.1272,0.0995,0.1043,0.0965,0.0968,0.1125,0.0976,0.0824,-0.026943807,-0.14563966
pin_176,3434.5,6722.5,106.2303082,11.14955655,"java.awt.Color[r=0,g=0,b=255]",W,,0.1287,0.1541,0.1778,0.1691,0.1682,0.1388,0.1386,0.1375,0.1354,0.12,0.1306,0.114,-0.024388889,-0.10306588
pin_177,3429.5,6703.5,106.2298576,11.15127637,"java.awt.Color[r=0,g=0,b=255]",W,,0.1165,0.1458,0.1691,0.1574,0.164,0.1247,0.1268,0.1263,0.1286,0.1646,0.1284,0.114,-0.025668245,-0.10962281
pin_178,3439.5,6711.5,106.2307702,11.15054927,"java.awt.Color[r=0,g=0,b=255]",W,,0.0652,0.0549,0.0749,0.0636,0.0742,0.049,0.0498,0.0343,0.0446,0.1392,0.0503,0.0421,-0.026808891,-0.29928502
pin_179,3448.5,6767.5,106.2315729,11.14548247,"java.awt.Color[r=0,g=0,b=255]",W,,0.0842,0.0695,0.0861,0.0741,0.0771,0.0658,0.0791,0.0498,0.0672,0.1192,0.0544,0.0387,-0.02061016,-0.19612591
pin_180,3448.5,6785.5,106.2315661,11.14385494,"java.awt.Color[r=0,g=0,b=255]",W,,0.1151,0.1309,0.1507,0.144,0.15,0.1253,0.1237,0.1135,0.1179,0.1449,0.1151,0.1034,-0.025086978,-0.11844659
pin_181,3471.5,6824.5,106.2336572,11.14031999,"java.awt.Color[r=0,g=0,b=255]",W,,0.0799,0.0626,0.0779,0.0594,0.0696,0.0442,0.0381,0.0301,0.0363,0.0927,0.0436,0.0346,-0.026340635,-0.3273743
pin_182,3479.5,6858.5,106.2343767,11.13724276,"java.awt.Color[r=0,g=0,b=255]",W,,0.1027,0.1328,0.1538,0.1445,0.1518,0.1189,0.1197,0.1099,0.1148,0.1633,0.1147,0.1003,-0.029018417,-0.13600631
pin_183,3512.5,6946.5,106.2373645,11.12927354,"java.awt.Color[r=0,g=0,b=255]",W,,0.0812,0.0567,0.0768,0.063,0.0709,0.04,0.0404,0.0271,0.0275,0.0682,0.0386,0.0294,-0.03132984,-0.39844617
pin_184,3718.5,7344.5,106.2560712,11.09320912,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1334,0.0478,0.079,0.0483,0.1341,0.2612,0.2777,0.364,0.3128,0.1674,0.1463,0.0889,0.29734445,0.7657046
pin_185,3729.5,7352.5,106.2570751,11.09248158,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1167,0.0493,0.0826,0.0459,0.1234,0.2575,0.302,0.3688,0.2897,0.1658,0.1371,0.0836,0.3058181,0.77863514
pin_186,3727.5,7349.5,106.2568932,11.09275359,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1089,0.115,0.14,0.1254,0.1563,0.1994,0.2267,0.2376,0.2328,0.184,0.1437,0.108,0.108772375,0.30909088
pin_187,3713.5,7341.5,106.2556147,11.09348228,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0975,0.0408,0.0739,0.0449,0.1175,0.3349,0.3765,0.3954,0.4036,0.232,0.1516,0.0844,0.3305149,0.79604816
pin_188,3775.5,7450.5,106.2612482,11.08360307,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0847,0.0397,0.077,0.0393,0.1129,0.3811,0.4475,0.4392,0.4735,0.231,0.1631,0.0773,0.37671208,0.8357367
pin_189,4227.5,9165.5,106.3019436,10.92836293,"java.awt.Color[r=0,g=0,b=255]",W,,0.1145,0.1416,0.1653,0.1663,0.1654,0.1314,0.1295,0.1319,0.124,0.1,0.1231,0.1011,-0.026308572,-0.11535882
pin_190,4230.5,9150.5,106.302224,10.92971802,"java.awt.Color[r=0,g=0,b=255]",W,,0.0607,0.0731,0.0896,0.0857,0.0838,0.073,0.0745,0.0518,0.0764,0.1255,0.0556,0.0404,-0.028262218,-0.24654543
pin_191,4221.5,9126.5,106.3014101,10.93189153,"java.awt.Color[r=0,g=0,b=255]",W,,0.1222,0.1528,0.1752,0.1809,0.1804,0.1532,0.1545,0.1477,0.1433,0.1114,0.1381,0.1203,-0.02518349,-0.101034686
pin_192,4215.5,9074.5,106.3008816,10.93659555,"java.awt.Color[r=0,g=0,b=255]",W,,0.0719,0.0671,0.0847,0.0808,0.0738,0.0466,0.0462,0.0415,0.0374,0.0605,0.0376,0.026,-0.031208571,-0.32134098
pin_193,4209.5,9034.5,106.3003484,10.94021457,"java.awt.Color[r=0,g=0,b=255]",W,,0.1143,0.1464,0.1752,0.177,0.1852,0.1506,0.1521,0.143,0.1478,0.1099,0.1426,0.121,-0.02755682,-0.10624998
pin_194,4051.5,8884.5,106.2859504,10.95383839,"java.awt.Color[r=0,g=0,b=255]",W,,0.0617,0.0647,0.0816,0.0813,0.0826,0.0498,0.0515,0.0417,0.0472,0.0927,0.0463,0.034,-0.033044443,-0.32195118
pin_195,4054.5,8894.5,106.286221,10.95293306,"java.awt.Color[r=0,g=0,b=255]",W,,0.1358,0.1824,0.2142,0.2182,0.2189,0.1776,0.1815,0.1794,0.1726,0.1354,0.1673,0.1469,-0.02926635,-0.097585514
pin_196,4070.5,8770.5,106.2877335,10.96413863,"java.awt.Color[r=0,g=0,b=255]",W,,0.0652,0.0687,0.0868,0.089,0.086,0.0512,0.049,0.0471,0.0399,0.0513,0.0374,0.0341,-0.03223524,-0.30786186
pin_197,4081.5,8731.5,106.2887554,10.96766065,"java.awt.Color[r=0,g=0,b=255]",W,,0.1316,0.1604,0.1887,0.1963,0.1945,0.1575,0.1573,0.1532,0.151,0.1202,0.1488,0.1282,-0.034203175,-0.12331902
pin_198,3620.5,7385.5,106.2470841,11.08953923,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0937,0.0831,0.1085,0.0939,0.1553,0.2093,0.242,0.2801,0.2373,0.222,0.1383,0.0975,0.17788379,0.49786094
pin_199,3619.5,7385.5,106.2469925,11.08953961,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0937,0.0786,0.1145,0.0956,0.1605,0.2347,0.25,0.2903,0.2537,0.222,0.145,0.1044,0.1854473,0.50453484
pin_200,3610.5,7393.5,106.2461656,11.08881967,"java.awt.Color[r=0,g=0,b=255]",WH,,0.1064,0.0849,0.116,0.0875,0.1531,0.2501,0.2967,0.3262,0.2944,0.2373,0.1543,0.0999,0.22618826,0.57698816
pin_1,5231.5,6327.5,106.3950129,11.18454947,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0333,0.042,0.0775,0.036,0.1143,0.39,0.4526,0.4431,0.4744,0.4066,0.1768,0.0766,0.38072795,0.8497182
pin_2,5216.5,6327.5,106.3936394,11.18455587,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0453,0.0482,0.0808,0.0482,0.1045,0.1952,0.2376,0.3148,0.2305,0.2362,0.0901,0.0419,0.25875205,0.73443526
pin_3,5206.5,6326.5,106.3927242,11.18465055,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0472,0.0495,0.0807,0.0456,0.1062,0.2413,0.2727,0.3218,0.2787,0.1599,0.1074,0.0475,0.26462474,0.7517692
pin_4,5212.5,6325.5,106.393274,11.1847384,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0395,0.0449,0.0793,0.0432,0.1091,0.3036,0.3549,0.3523,0.3579,0.268,0.1391,0.0633,0.29113775,0.78154236
pin_5,5236.5,6331.5,106.3954691,11.18418568,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0397,0.0445,0.0776,0.0382,0.1161,0.3579,0.4126,0.4374,0.4196,0.3674,0.1596,0.07,0.3764616,0.83936083
pin_6,5245.5,6337.5,106.3962906,11.18363937,"java.awt.Color[r=0,g=0,b=255]",W,,0.0737,0.0975,0.1447,0.1287,0.1152,0.0604,0.0666,0.0579,0.0506,0.0538,0.031,0.0253,-0.052500635,-0.37942123
pin_7,5219.5,6328.5,106.3939137,11.18446418,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0453,0.0568,0.0971,0.0631,0.1004,0.1766,0.1731,0.2249,0.1739,0.2362,0.0744,0.0355,0.1596835,0.56180555
pin_8,5258.5,6351.5,106.3974749,11.18236804,"java.awt.Color[r=0,g=0,b=255]",W,,0.0621,0.1017,0.145,0.1341,0.1163,0.057,0.0672,0.0632,0.0505,0.0901,0.0366,0.0246,-0.052638102,-0.35935128
pin_9,5249.5,6345.5,106.3966534,11.18291436,"java.awt.Color[r=0,g=0,b=255]",W,,0.059,0.1024,0.1441,0.1327,0.1251,0.0702,0.0554,0.0563,0.0407,0.1501,0.0346,0.0261,-0.05802571,-0.4042328
pin_10,5241.5,6336.5,106.3959247,11.18373149,"java.awt.Color[r=0,g=0,b=255]",W,,0.064,0.1042,0.1512,0.1397,0.1268,0.0647,0.0742,0.0633,0.0584,0.1534,0.0355,0.0276,-0.05688317,-0.37635466
pin_11,5280.5,6361.5,106.399485,11.18145451,"java.awt.Color[r=0,g=0,b=255]",W,,0.0562,0.094,0.1385,0.1253,0.1137,0.0522,0.0606,0.0544,0.0381,0.1299,0.0267,0.021,-0.052432068,-0.39454648
pin_12,5240.5,6331.5,106.3958353,11.18418398,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0647,0.0707,0.1143,0.0879,0.1116,0.1203,0.1267,0.1675,0.1165,0.1132,0.0603,0.0354,0.08476953,0.311668
pin_13,5239.5,6331.5,106.3957438,11.1841844,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0647,0.0611,0.0954,0.0692,0.1089,0.2521,0.2732,0.2487,0.291,0.1132,0.1119,0.0494,0.17150222,0.56464297
pin_14,5317.5,6349.5,106.4028783,11.18252358,"java.awt.Color[r=0,g=0,b=255]",W,,0.062,0.0905,0.1535,0.1673,0.1535,0.0705,0.076,0.0631,0.0462,0.0413,0.0174,0.0115,-0.07612349,-0.45225692
pin_15,5325.5,6343.5,106.4036134,11.18306261,"java.awt.Color[r=0,g=0,b=255]",W,,0.0632,0.0818,0.1525,0.164,0.1732,0.0992,0.1086,0.0911,0.0891,0.0295,0.0276,0.0169,-0.047352068,-0.2857703
pin_16,5337.5,6310.5,106.4047266,11.18604104,"java.awt.Color[r=0,g=0,b=255]",W,,0.0579,0.0874,0.142,0.1396,0.1264,0.0598,0.0659,0.0519,0.046,0.0607,0.0155,0.0113,-0.06445587,-0.45796344
pin_17,5335.5,6290.5,106.4045522,11.18785013,"java.awt.Color[r=0,g=0,b=255]",W,,0.0612,0.0883,0.1473,0.1465,0.1349,0.0645,0.0701,0.0548,0.0427,0.0488,0.0185,0.0127,-0.067725405,-0.45553902
pin_18,5361.5,6321.5,106.4069194,11.18503618,"java.awt.Color[r=0,g=0,b=255]",W,,0.0585,0.0884,0.1428,0.1442,0.1348,0.0693,0.0696,0.0651,0.0514,0.0877,0.022,0.0135,-0.056211744,-0.3779264
pin_19,5392.5,6340.5,106.4097497,11.183305,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0535,0.0527,0.0921,0.0558,0.1202,0.2488,0.2776,0.3012,0.2919,0.1623,0.1089,0.0509,0.23545429,0.687395
pin_20,5390.5,6338.5,106.4095675,11.18348668,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0535,0.0509,0.0907,0.0548,0.1202,0.2306,0.2646,0.3382,0.2657,0.1623,0.0916,0.0416,0.27650732,0.7211196
pin_21,5395.5,6341.5,106.410024,11.18321329,"java.awt.Color[r=0,g=0,b=255]",WH,,0.065,0.0569,0.0886,0.0598,0.1183,0.2432,0.2731,0.2985,0.258,0.0587,0.0964,0.0442,0.23184477,0.66620153
pin_22,5371.5,6332.5,106.4078303,11.18403735,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0549,0.0563,0.0966,0.0721,0.1256,0.1822,0.1735,0.2785,0.1876,0.1504,0.0738,0.0357,0.20608158,0.58870506
pin_23,5380.5,6336.5,106.4086527,11.18367182,"java.awt.Color[r=0,g=0,b=255]",WH,,0.0409,0.051,0.086,0.051,0.1219,0.2833,0.3198,0.3399,0.3189,0.308,0.1177,0.0536,0.27640697,0.7390637
pin_24,5401.5,6335.5,106.410576,11.18375317,"java.awt.Color[r=0,g=0,b=255]",W,,0.0482,0.0944,0.1482,0.1454,0.131,0.0588,0.0719,0.0583,0.042,0.2475,0.0207,0.015,-0.063743494,-0.4275896
